Product_id,Sales_USD,quantity,Price_USD,COGS_USD,Date_Time,Account_id,Gross_Profit,Profit_Margin,Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type,country_code,Account,Master_id,latitude2,longitude,country2,Postal_code,street_name,Street_number
2418,15192.87,716.74,21.19718447,8325.69276,2023-10-13,1537-60901-7,6867.177240000001,45.2,Liliaceae,1098,Wild Tulip,3541,Daphnopsis helleriana Urb.,2418,Small,Outdoor,CR,Cole Inc,1537,9.477773,-84.2662901,Costa Rica,60901,Oak,7
2016,10912.96,487.51,22.38509979,6231.30016,2024-04-13,1213--612,4681.659839999999,42.9,Iridaceae,1088,Annual Blue-eyed Grass,3482,Lomatium caruifolium (Hook. & Arn.) J.M. Coult. & Rose var. denticulatum (Jeps.) Jeps.,2016,Medium,Outdoor,CN,Cremin-Welch,1213,23.353501,116.078631,China,0,Welch,612
2332,12225.87,671.64,18.20301054,7677.84636,2023-06-11,2606--4,4548.023640000001,37.2,Liliaceae,1098,Harvest Brodiaea,3525,Astragalus obcordatus Elliott,2332,Large,Outdoor,CN,Daugherty and Sons,2606,38.240395,114.926498,China,0,Hallows,4
2420,11971.88,244.34,48.99680773,5818.33368,2022-09-15,1222-1266-45327,6153.5463199999995,51.4,Cactaceae,1032,Roetter's Hedgehog Cactus,3221,Achnatherum hendersonii (Vasey) Barkworth,2420,Large,Indoor,NO,"Beer, Raynor and Ernser",1222,59.8435756,10.8173713,Norway,1266,Michigan,45327
2616,11273.93,318.68,35.37696122,7542.25917,2023-04-11,2151-275038-3,3731.67083,33.1,Asteraceae,1020,Walter's Aster,3145,Castilleja pilosa (S. Watson) Rydb.,2616,Medium,Outdoor,CO,Goyette-Wehner,2151,4.953434,-77.366019,Colombia,275038,Talmadge,3
2616,11273.93,318.68,35.37696122,7542.25917,2023-04-11,2151-275038-3,3731.67083,33.1,Asteraceae,1020,Walter's Aster,3145,Castilleja pilosa (S. Watson) Rydb.,2616,Medium,Outdoor,CO,Goyette-Wehner,2151,4.953434,-77.366019,Colombia,275038,Talmadge,3
2498,10230.19,536.38,19.07265372,5289.00823,2023-11-26,2205--6396,4941.18177,48.3,Arecaceae,1015,Syagrus,3049,Horkelia fusca Lindl. ssp. pseudocapitata (Rydb. ex Howell) D.D. Keck,2498,Small,Indoor,CN,Denesik Group,2205,32.009016,112.122426,China,0,Farmco,6396
2122,12139.31,480.42,25.26811956,10342.69212,2023-03-07,1785-37-230-299,1796.6178799999998,14.799999999999999,Cornaceae,1048,Redosier Dogwood,3286,Plantago coronopus L.,2122,Small,Outdoor,PL,"Kiehn, Schmitt and Fay",1785,49.9569799,22.3925325,Poland,37-230,Stephen,299
2122,12139.31,480.42,25.26811956,10342.69212,2023-03-07,1785-37-230-299,1796.6178799999998,14.799999999999999,Cornaceae,1048,Redosier Dogwood,3286,Plantago coronopus L.,2122,Small,Outdoor,PL,"Kiehn, Schmitt and Fay",1785,49.9569799,22.3925325,Poland,37-230,Stephen,299
2117,14083.18,574.29,24.52276724,9351.23152,2024-01-21,1561-87078-37437,4731.948480000001,33.60000000000001,Iridaceae,1088,Abbeville Iris,3481,Ruellia caerulea Morong,2117,Large,Indoor,MX,O'Hara and Sons,1561,23.7322067,-99.1829833,Mexico,87078,Milwaukee,37437
2578,5944.2,147.4,40.32700136,2752.1646,2023-03-12,2224--74395,3192.0353999999998,53.69999999999999,Lecanoraceae,1093,Lecidella Lichen,3511,Phacelia formosula Osterh.,2578,Large,Indoor,CN,Nolan-Toy,2224,36.7010563,118.9112031,China,0,Buena Vista,74395
2578,5944.2,147.4,40.32700136,2752.1646,2023-03-12,2224--74395,3192.0353999999998,53.69999999999999,Lecanoraceae,1093,Lecidella Lichen,3511,Phacelia formosula Osterh.,2578,Large,Indoor,CN,Nolan-Toy,2224,36.7010563,118.9112031,China,0,Buena Vista,74395
2453,18412.85,26.11,705.2029874,13809.6375,2023-04-22,1846-3303-33,4603.212499999998,24.99999999999999,Asteraceae,1020,Hawkweed,3101,Chamaecrista glandulosa (L.) Greene var. glandulosa,2453,Medium,Landscape,PH,"Stokes, Rohan and Satterfield",1846,14.7292218,121.051001,Philippines,3303,Corry,33
2832,8469.87,210.06,40.32119394,5530.82511,2023-08-13,1383-7159-2,2939.044890000001,34.70000000000001,Liliaceae,1098,Agapanthus,3519,Hygrophila corymbosa (Blume) Lindau,2832,Small,Outdoor,BG,Labadie Group,1383,43.5592985,25.9323591,Bulgaria,7159,Hoard,2
2576,13492.37,526.36,25.6333498,4277.08129,2022-07-21,2277--2685,9215.28871,68.30000000000001,Annonaceae,1009,Royal False Pawpaw,3025,Festuca subverticillata (Pers.) Alexeev,2576,Large,Indoor,CI,Wisozk-Jenkins,2277,7.6730918,-5.5722297,Ivory Coast,0,Grasskamp,2685
2739,13953.34,75.03,185.9701453,4660.41556,2022-09-09,1569--75,9292.924439999999,66.6,Boraginaceae,1025,Parish's Popcornflower,3175,Tripterocalyx (Torr.) Hook.,2739,Medium,Outdoor,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75
2700,8948.17,449.29,19.91624563,5816.3105,2023-02-19,1029--8,3131.8595000000005,35.0,Scrophulariaceae,1167,Menzies' Penstemon,3880,Lecanora cinereofusca H. Magn.,2700,Small,Indoor,CN,Jakubowski-Will,1029,24.908293,102.650211,China,0,Sutherland,8
2779,7250.41,35.54,204.0070343,5437.8075,2023-02-15,2090--73231,1812.6025,25.0,Malpighiaceae,1106,Cafe Falso,3554,Centaurea uniflora Turra ssp. nervosa (Willd.) Bonnier & Layens,2779,Large,Outdoor,CN,"Monahan, Weimann and Morissette",2090,24.874132,118.675675,China,0,Lillian,73231
2645,8269.8,532.42,15.53247436,6789.5058,2023-03-04,1750-996-0087-796,1480.2941999999994,17.899999999999995,Fabaceae,1066,Spiny Milkvetch,3423,Poeltinula cerebrina (DC.) Hafellner,2645,Large,Indoor,JP,"McClure, Dare and Barton",1750,38.7731612,140.297972,Japan,996-0087,Myrtle,796
2645,8269.8,532.42,15.53247436,6789.5058,2023-03-04,1750-996-0087-796,1480.2941999999994,17.899999999999995,Fabaceae,1066,Spiny Milkvetch,3423,Poeltinula cerebrina (DC.) Hafellner,2645,Large,Indoor,JP,"McClure, Dare and Barton",1750,38.7731612,140.297972,Japan,996-0087,Myrtle,796
2797,18702.86,492.5,37.97535025,8135.7441,2022-05-14,1686-4640-580-41,10567.1159,56.50000000000001,Orchidaceae,1125,Shining Lady's Tresses,3618,Polygala nudata Brandegee,2797,Medium,Landscape,PT,"Kshlerin, Gleichner and Hickle",1686,41.1509639,-7.9737002,Portugal,4640-580,Carpenter,41
2400,17388.8,675.53,25.74097375,8572.6784,2023-02-22,1309-165 60-23213,8816.121599999999,50.69999999999999,Dryopteridaceae,1060,Bladderfern,3335,Columbiadoria hallii (A. Gray) G.L. Nesom,2400,Medium,Landscape,SE,Olson-Hackett,1309,59.3609203,17.841489,Sweden,165 60,Hoffman,23213
2194,8381.46,695.86,12.04475038,3570.50196,2022-03-30,1389-34-480-18,4810.9580399999995,57.4,Boraginaceae,1025,Forget-me-not,3167,Cliftonia Banks ex C.F. Gaertn.,2194,Medium,Indoor,PL,Murray-Reilly,1389,49.494604,19.7094323,Poland,34-480,Eagan,18
2121,18237.21,995.12,18.32664402,11580.62835,2022-01-01,1121-953 34-32,6656.581649999998,36.49999999999999,Polemoniaceae,1141,Coral Ipomopsis,3723,Bryum violaceum Crundw. & Nyholm,2121,Medium,Outdoor,SE,Pfannerstill Inc,1121,65.8368628,24.0986491,Sweden,953 34,Sunfield,32
2695,13076.64,109.26,119.6836903,6276.7872,2023-09-28,1124-92901 CEDEX-37046,6799.8528,52.0,Asteraceae,1020,San Joaquin Tarweed,3126,Echinochloa phyllopogon (Stapf) Koso-Pol.,2695,Large,Landscape,FR,Stark LLC,1124,48.892701,2.233089,France,92901 CEDEX,American,37046
26091,13364.89,773.05,17.2885195,9542.53146,2022-01-04,1035--1,3822.3585399999993,28.599999999999998,Araceae,1013,Chinese Taro,3041,Plagiobothrys parishii I.M. Johnst. F21,26091,Large,Landscape,CN,"Bode, Cummerata and Johnson",1035,32.661925,120.601922,China,0,Farmco,1
2083,10176.32,214.97,47.33832628,4538.63872,2023-10-11,2012-M4H-80,5637.68128,55.400000000000006,Poaceae,1140,Gulf Cockspur Grass,3684,Lotus crassifolius (Benth.) Greene var. crassifolius,2083,Small,Outdoor,CA,Beahan-Hickle,2012,54.2331,-125.7533,Canada,M4H,Starling,80
2021,11467.91,846.07,13.55432766,7637.62806,2023-02-27,2084-5889-4,3830.28194,33.4,Fabaceae,1066,Argentine Screwbean,3371,Carissa macrocarpa (Eckl.) A. DC.,2021,Small,Landscape,AR,Bruen-Fisher,2084,-31.730594,-65.006098,Argentina,5889,Lakewood,4
2950,18837.12,376.97,49.96981192,8194.1472,2024-02-01,2110-37810-000-2,10642.9728,56.50000000000001,Amblystegiaceae,1007,Hygrohypnum Moss,3021,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby,2950,Large,Indoor,BR,"Mohr, Collier and Powlowski",2110,-21.2352558,-46.7865516,Brazil,37810-000,Sunnyside,2
2118,9106.47,251.85,36.15830852,5828.1408,2023-03-11,1446--79215,3278.329199999999,35.99999999999999,Parmeliaceae,1129,Louisiana Parmotrema Lichen,3638,Stachys latidens Small ex Britton,2118,Large,Indoor,CN,Raynor LLC,1446,23.5958633,120.2858846,China,0,Schmedeman,79215
2877,9901.55,305.3,32.43219784,7049.9036,2022-01-22,2042--5,2851.6463999999996,28.799999999999997,Ericaceae,1063,Eastwood's Manzanita,3352,Cladonia transcendens (Vain.) Vain.,2877,Large,Outdoor,CN,Jast-Leannon,2042,35.664323,117.251195,China,0,Wayridge,5
2750,8496.6,721.58,11.77499376,6788.7834,2024-02-09,1679--68976,1707.8166,20.1,Loganiaceae,1103,Koolau Range Labordia,3548,Graphis dumastioides Fink,2750,Large,Outdoor,CN,"Beahan, Mohr and Hyatt",1679,46.748522,82.978928,China,0,6th,68976
2434,14665.62,345.78,42.41315287,12715.09254,2022-10-17,2307--3995,1950.5274600000012,13.300000000000006,Convolvulaceae,1047,Island False Bindweed,3284,Quercus ×smallii Trel.,2434,Small,Outdoor,CN,Lueilwitz-Wilkinson,2307,23.119172,113.202334,China,0,Bay,3995
2810,13475.29,486.49,27.69900717,11710.02701,2023-12-25,1219--665,1765.262990000001,13.100000000000007,Poaceae,1140,Wedgescale,3716,Synthyris reniformis (Douglas ex Benth.) Benth. var. cordata A. Gray,2810,Medium,Landscape,CN,Hand-Harris,1219,41.1846097,80.3038321,China,0,Maple Wood,665
2171,10979.25,113.69,96.5718181,4051.34325,2022-02-03,1380--8705,6927.90675,63.1,Lecanoraceae,1093,Rim Lichen,3513,Paspalidium chapmanii (Vasey) Pohl,2171,Small,Indoor,CN,Roberts Inc,1380,44.766541,129.688614,China,0,Manitowish,8705
2392,19546.94,799.97,24.4345913,16204.41326,2022-07-29,1767--94,3342.5267399999993,17.099999999999998,Isoetaceae,1089,Blackspore Quillwort,3486,Solidago hispida Muhl. ex Willd. var. hispida,2392,Small,Landscape,CN,Hegmann Inc,1767,29.117096,110.479191,China,0,John Wall,94
2969,14077.38,53.11,265.0608172,9488.15412,2023-05-13,1853-2950-137-70,4589.22588,32.6,Asteraceae,1020,Elliott's Goldenrod,3081,Ipomoea wrightii A. Gray,2969,Large,Indoor,PT,Vandervort-Lebsack,1853,38.5866475,-8.923424,Portugal,2950-137,Orin,70
2969,14077.38,53.11,265.0608172,9488.15412,2023-05-13,1853-2950-137-70,4589.22588,32.6,Asteraceae,1020,Elliott's Goldenrod,3081,Ipomoea wrightii A. Gray,2969,Large,Indoor,PT,Vandervort-Lebsack,1853,38.5866475,-8.923424,Portugal,2950-137,Orin,70
2621,8316.85,930.62,8.936891535,5322.784,2022-10-21,1915--45183,2994.0660000000007,36.00000000000001,Rutaceae,1163,Rue,3847,Poa abbreviata R. Br. ssp. pattersonii (Vasey) Á. Löve & D. Löve & Kapoor,2621,Small,Indoor,CN,Stracke and Sons,1915,23.099153,113.810423,China,0,Karstens,45183
2831,8794.18,296.95,29.61501936,4186.02968,2022-08-31,1422--865,4608.150320000001,52.400000000000006,Polygonaceae,1143,Goodman's Buckwheat,3741,Arctostaphylos stanfordiana Parry,2831,Large,Outdoor,GR,"Sauer, Pfeffer and Hamill",1422,40.417311,21.0565269,Greece,0,Texas,865
2798,18623.29,45.96,405.2064839,12309.99469,2022-08-06,1294-33-140-3,6313.295310000001,33.900000000000006,Asteraceae,1020,Gray Rockdaisy,3092,Eriocaulon microcephalum Kunth,2798,Medium,Outdoor,PL,Homenick Inc,1294,50.0994713,21.0432139,Poland,33-140,Dayton,3
2595,16802.68,14.08,1193.372159,10333.6482,2022-10-28,2558-3070-605-8,6469.031800000001,38.5,Asteraceae,1020,Costmary,3073,Orthodontium pellucens (Hook.) Bruch & Schimp.,2595,Small,Indoor,PT,"Ankunding, Ward and Nitzsche",2558,40.4423844,-8.6946024,Portugal,3070-605,Mandrake,8
2125,16549.03,469.08,35.27976038,13057.18467,2022-10-18,1974-1209-95,3491.8453299999983,21.09999999999999,Pteridaceae,1151,Indian's Dream,3771,Quercus macrocarpa Michx.,2125,Large,Outdoor,NL,Hagenes Inc,1974,52.2239735,5.1704277,Netherlands,1209,Stone Corner,95
2782,19120.5,978.27,19.54521758,7839.405,2023-03-24,1265-45886-4,11281.095000000001,59.00000000000001,Clusiaceae,1044,Sierra Madre St. Johnswort,3278,Eriogonum siskiyouense Small,2782,Medium,Indoor,DE,Bernhard Inc,1265,51.4964248,7.1215271,Germany,45886,Orin,4
2545,19468.65,571.73,34.05217498,9325.48335,2022-01-19,1313--3,10143.166650000001,52.1,Brassicaceae,1027,Rough Draba,3201,Melica montezumae Piper,2545,Large,Indoor,CN,"Gutmann, Barrows and Watsica",1313,39.9226132,116.4606871,China,0,Hollow Ridge,3
2583,19439.29,249.67,77.85993511,16931.62159,2022-11-18,2572-2614-1,2507.668410000002,12.90000000000001,Tamaricaceae,1175,Tamarisk,3908,Rubus mundus L.H. Bailey,2583,Medium,Indoor,PH,Grady-Heathcote,2572,12.0379785,124.6581969,Philippines,2614,Clemons,1
2894,8909.62,994.6,8.957993163,5390.3201,2022-05-03,1633--58721,3519.299900000001,39.50000000000001,Fabaceae,1066,Twogrooved Milkvetch,3429,Heuchera elegans Abrams,2894,Small,Outdoor,CN,Medhurst LLC,1633,27.048088,119.28827,China,0,Texas,58721
2317,8684.83,949.24,9.149245712,5801.46644,2023-08-06,1697--2836,2883.36356,33.199999999999996,Asteraceae,1020,Woodland Monolopia,3153,Citharexylum ×perkinsii Moldenke,2317,Small,Landscape,CN,Mertz Inc,1697,41.664757,123.344062,China,0,Continental,2836
2196,8923.16,997.17,8.94848421,5692.97608,2023-02-24,1976--212,3230.1839199999995,36.199999999999996,Asteraceae,1020,Western Showy Aster,3148,Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank,2196,Small,Landscape,CN,Bode-Abernathy,1976,31.9311556,120.3086809,China,0,Michigan,212
2604,5073.88,782.14,6.487176209,2161.47288,2022-08-23,1486--5,2912.4071200000003,57.400000000000006,Malvaceae,1107,Wood's Hau Kuahiwi,3561,Valerianella palmeri Dyal,2604,Small,Landscape,CN,Mitchell Group,1486,19.238934,108.957345,China,0,Fallview,5
2400,8917.07,165.66,53.82753833,6152.7783,2022-08-04,2231--9,2764.2916999999998,31.0,Dryopteridaceae,1060,Bladderfern,3335,Columbiadoria hallii (A. Gray) G.L. Nesom,2400,Medium,Landscape,CN,Cremin-Borer,2231,22.9550072,113.0126011,China,0,Golf Course,9
2866,9749.01,218.76,44.56486561,5391.20253,2022-04-10,1213--612,4357.807470000001,44.7,Scrophulariaceae,1167,Chiricahua Mountain Mudwort,3866,Cryptantha crassisepala (Torr. & A. Gray) Greene,2866,Small,Outdoor,CN,Cremin-Welch,1213,23.353501,116.078631,China,0,Welch,612
2799,14430.73,409.19,35.26657543,6796.87383,2024-02-03,1569--75,7633.856169999999,52.89999999999999,Arecaceae,1015,Manac,3048,Mentha ×smithiana Graham,2799,Medium,Landscape,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75
2557,16987.04,996.05,17.0544049,12349.57808,2022-06-26,2153--27765,4637.461920000002,27.300000000000008,Lamiaceae,1091,Thistle Sage,3506,Galium munzii Hilend & J.T. Howell,2557,Medium,Landscape,CN,Cremin-Welch,1213,23.353501,116.078631,China,0,Welch,612
2927,16097.14,238.65,67.45082757,8145.15284,2022-10-08,2075--3207,7951.98716,49.4,Zingiberaceae,1194,Cardamom,3950,Eurybia conspicua (Lindl.) G.L. Nesom,2927,Medium,Landscape,CN,Nienow-Gislason,1569,31.654375,120.752481,China,0,Toban,75
2023,15272.57,276.8,55.17546965,5543.94291,2023-11-27,1960--7113,9728.62709,63.7,Fabaceae,1066,Alpine Milkvetch,3368,Amblystegium varium (Hedw.) Lindb.,2023,Large,Landscape,CN,Windler and Sons,2153,24.722747,118.152148,China,0,Coleman,27765
2140,12304.86,995.42,12.36147556,7505.9646,2022-03-26,1782-26003 CEDEX-33134,4798.8954,39.0,Campanulaceae,1035,Jasione,3229,Caloncoba Gilg,2140,Medium,Landscape,CN,"Pfeffer, Lang and Ullrich",2075,44.840524,82.353656,China,0,Surrey,3207
2769,14726.83,94.48,155.8724598,5728.73687,2022-06-30,1907--9,8998.093130000001,61.10000000000001,Cyperaceae,1053,Buxbaum's Sedge,3303,Machaeranthera carnosa (A. Gray) G.L. Nesom,2769,Medium,Indoor,CN,"Rutherford, Ebert and Treutel",1960,35.319084,114.540858,China,0,Huxley,7113
2356,11188.52,269.04,41.58682724,4385.89984,2023-06-12,1279-30034 CEDEX 1-9,6802.62016,60.8,Poaceae,1140,Black Bristlegrass,3665,Tragopogon ×neohybridus Farw.,2356,Small,Outdoor,FR,"Lemke, Balistreri and Buckridge",1782,44.9280296,4.8932938,France,26003 CEDEX,Moulton,33134
2151,5034.39,867.41,5.803933549,2295.68184,2022-07-29,1989-5163-594,2738.70816,54.400000000000006,Fabaceae,1066,Balloon Sack Clover,3372,Cyclachaena xanthiifolia (Nutt.) Fresen.,2151,Medium,Landscape,CN,"Rohan, Bartoletti and Moen",1907,31.248842,88.417003,China,0,Packers,9
2128,12293.19,508.73,24.16446838,3946.11399,2022-03-22,2024-94269 CEDEX-4224,8347.07601,67.9,Iridaceae,1088,Annual Blue-eyed Grass,3482,Lomatium marginatum (Benth.) J.M. Coult. & Rose var. purpureum Jeps.,2128,Small,Landscape,FR,"Fadel, Wunsch and Volkman",1279,43.8324929,4.3662321,France,30034 CEDEX 1,Jana,9
2316,11920.25,215.02,55.43786625,7056.788,2023-08-22,1387--9,4863.462,40.800000000000004,Zingiberaceae,1194,Bijao,3949,Helianthus occidentalis Riddell,2316,Small,Outdoor,ZA,"Prohaska, Douglas and Lang",1989,-31.5469052,29.0213682,South Africa,5163,Graceland,594
2137,11090.7,269.53,41.14829518,5756.0733,2022-02-20,2149-67391-6223,5334.626700000001,48.1,Caryophyllaceae,1039,Baldwin's Nailwort,3247,Helianthella californica A. Gray,2137,Small,Indoor,FR,Brown-Emmerich,2024,48.759003,2.323941,France,94269 CEDEX,Buhler,4224
2258,10300.07,73.15,140.8075188,4089.12779,2023-04-14,1557-68300-64659,6210.942209999999,60.3,Dryopteridaceae,1060,Lime Fern,3339,Trichomanes punctatum Poir.,2258,Large,Landscape,CN,Tillman LLC,1387,27.578926,110.040315,China,0,Nevada,9
2317,6293.1,221.04,28.4704126,5128.8765,2023-03-28,1707--85182,1164.2235,18.5,Asteraceae,1020,Woodland Monolopia,3153,Citharexylum ×perkinsii Moldenke,2317,Small,Landscape,PK,Witting LLC,2149,32.1018288,72.7912031,Pakistan,67391,Northridge,6223
2983,8776.15,303.57,28.90980663,4686.4641,2023-07-28,1638-851 78-835,4089.6858999999995,46.599999999999994,Onagraceae,1122,New Mexico Beeblossom,3600,Huperzia taxifolia (Sw.) Trevis.,2983,Large,Outdoor,FI,"Murray, Larkin and Green",1557,63.8601923,23.4541136,Finland,68300,Hovde,64659
2421,19162.89,928.36,20.64165841,14870.40264,2023-11-06,2240-959-1855-14,4292.487359999999,22.4,Ranunculaceae,1155,Arizona Mousetail,3777,Vinca herbacea Waldst. & Kit.,2421,Medium,Indoor,CN,Walsh-Lubowitz,1707,40.731316,124.783659,China,0,Lukken,85182
2644,13194.64,199.55,66.12197444,11109.88688,2022-04-17,1983--1,2084.7531199999994,15.799999999999997,Brassicaceae,1027,Dudley Bluffs Bladderpod,3188,Chenopodium berlandieri Moq. var. macrocalycium (Aellen) Cronquist,2644,Large,Landscape,SE,"Homenick, Johnson and Kris",1638,62.3946271,17.2842162,Sweden,851 78,Northview,835
2084,8063.8,559.08,14.42333834,5176.9596,2023-05-09,1148-46025-74881,2886.8404,35.8,Poaceae,1140,Gulf Cockspur Grass,3684,Lupinus polyphyllus Lindl. ssp. polyphyllus,2084,Large,Outdoor,JP,Wilderman Inc,2240,37.7977942,139.1253637,Japan,959-1855,Truax,14
2591,19405.54,774.09,25.06884212,13506.25584,2022-12-30,2029--86,5899.284160000001,30.400000000000006,Poaceae,1140,Bosc's Panicgrass,3666,Heterotheca oregona (Nutt.) Shinners var. oregona,2591,Large,Outdoor,GM,Stehr-Willms,1983,13.5712781,-15.3262905,Gambia,0,Algoma,1
2310,5143.18,518.87,9.912270896,1928.6925,2023-12-01,1773-442 53-9,3214.4875,62.5,Menyanthaceae,1110,Yellow Floatingheart,3565,Viola tomentosa M.S. Baker & J.C. Clausen,2310,Small,Outdoor,ES,Stoltenberg Group,1148,39.5013158,-0.3889622,Spain,46025,Longview,74881
2074,14963.02,947.34,15.79477273,8992.77502,2023-12-11,1875--54005,5970.244980000001,39.900000000000006,Cyperaceae,1053,Australian Flatsedge,3300,Asclepias scaposa Vail,2074,Large,Outdoor,CN,Powlowski Inc,2029,30.5383451,117.0666454,China,0,Ryan,86
2356,15291.8,341.39,44.79275901,11438.2664,2022-02-04,1098-116 23-4072,3853.533599999999,25.199999999999996,Poaceae,1140,Black Bristlegrass,3665,Tragopogon ×neohybridus Farw.,2356,Small,Outdoor,SE,Nikolaus Group,1773,57.855421,11.8951003,Sweden,442 53,Londonderry,9
2986,9906.66,800.22,12.37992052,8073.9279,2024-02-02,2259-79977-76,1832.7321000000002,18.500000000000004,Brassicaceae,1027,Wright's Thelypody,3207,Catapyrenium zahlbruckneri (Hasse) J.W. Thomson,2986,Small,Outdoor,CN,Gulgowski-Welch,1875,32.009016,112.122426,China,0,John Wall,54005
2707,19277.69,900.92,21.39778227,14959.48744,2022-01-03,1163-06750-000-2,4318.202559999998,22.399999999999988,Opegraphaceae,1123,Rapp's Schismatomma Lichen,3607,Rinodina lepida (Nyl.) Müll. Arg.,2707,Large,Outdoor,SE,Abbott Inc,1098,59.3125021,18.0760798,Sweden,116 23,Maryland,4072
2253,13584.96,506.14,26.84032086,7498.89792,2024-02-11,1231--3,6086.062079999999,44.8,Asteraceae,1020,Queen-devil Hawkweed,3120,Diplotomma penichrum (Tuck.) Szat.,2253,Large,Outdoor,US,Kreiger Inc,2259,31.7698671,-106.4161964,United States,79977,Twin Pines,76
2290,7461.83,118.44,63.00092874,3059.3503,2022-05-22,2175-747 20-61435,4402.4797,59.0,Scrophulariaceae,1167,Sudetic Lousewort,3891,Potentilla concinna Richardson var. bicrenata (Rydb.) S.L. Welsh & B.C. Johnst.,2290,Small,Indoor,BR,Heaney Group,1163,-23.6228759,-46.7816647,Brazil,06750-000,Amoth,2
2104,5886.9,760.35,7.742355494,2660.8788,2023-08-21,1909-24000-000-52458,3226.0211999999997,54.79999999999999,Orchidaceae,1125,Hachuela,3615,Senna artemisioides (Gaudich. ex DC.) Randell ssp. helmsii (Symon) Randell,2104,Medium,Outdoor,CN,"Schultz, Gutmann and Feest",1231,33.001096,106.91786,China,0,Portage,3
2248,9736.72,479.71,20.29709616,7010.4384,2023-07-26,2069-96835-43574,2726.2815999999993,27.999999999999996,Ditrichaceae,1058,Trichodon Moss,3333,Salix planifolia Pursh ssp. planifolia,2248,Large,Landscape,CZ,Langosh and Sons,2175,49.9469881,18.1870189,Czech Republic,747 20,Sommers,61435
